"tagfield","liblibrarian","libopac","repeatable","mandatory","authorised_value","frameworkcode"
"700","d","Dates associated with a name","Dates associated with a name","0","0","","7","","","","","0","","","","","9999"
"700","e","Relator term","Relator term","1","0","","7","","","","","0","","","","","9999"
"700","f","Date of a work","Date of a work","0","0","","7","","","","","-6","","","","","9999"
"700","g","Miscellaneous information","Miscellaneous information","0","0","","7","","","","","-6","","","","","9999"
"700","h","Medium","Medium","0","0","","7","","","","","-6","","","","","9999"
"700","j","Attribution qualifier","Attribution qualifier","1","0","","7","","","","","-6","","","","","9999"
"700","k","Form subheading","Form subheading","1","0","","7","","","","","-6","","","","","9999"
"700","l","Language of a work","Language of a work","0","0","","7","","","","","-6","","","","","9999"
"700","m","Medium of performance for music","Medium of performance for music","1","0","","7","","","","","-6","","","","","9999"
"700","n","Number of part/section of a work","Number of part/section of a work","1","0","","7","","","","","-6","","","","","9999"
"700","o","Arranged statement for music","Arranged statement for music","0","0","","7","","","","","-6","","","","","9999"
"700","p","Name of part/section of a work","Name of part/section of a work","1","0","","7","","","","","-6","","","","","9999"
"700","q","Fuller form of name","Fuller form of name","0","0","","7","","","","","0","","","","","9999"
"700","r","Key for music","Key for music","0","0","","7","","","","","-6","","","","","9999"
"700","s","Version","Version","0","0","","7","","","","","-6","","","","","9999"
"700","t","Title of a work","Title of a work","0","0","","7","","","","","-6","","","","","9999"
"700","u","Affiliation","Affiliation","0","0","","7","","","","","-6","","","","","9999"
"700","x","International Standard Serial Number","International Standard Serial Number","0","0","","7","","","","","-6","","","","","9999"
"705","a","Personal name","Personal name","0","0","","7","","","","","-6","","","","","9999"
"705","b","Numeration","Numeration","0","0","","7","","","","","-6","","","","","9999"
"705","c","Titles and other words associated with a name","Titles and other words associated with a name","1","0","","7","","","","","-6","","","","","9999"
"705","d","Dates associated with a name","Dates associated with a name","0","0","","7","","","","","-6","","","","","9999"
"705","e","Relator term","Relator term","1","0","","7","","","","","-6","","","","","9999"
"705","f","Date of a work","Date of a work","0","0","","7","","","","","-6","","","","","9999"
"705","g","Miscellaneous information","Miscellaneous information","0","0","","7","","","","","-6","","","","","9999"
"705","h","Medium","Medium","0","0","","7","","","","","-6","","","","","9999"
"705","k","Form subheading","Form subheading","1","0","","7","","","","","-6","","","","","9999"
"705","l","Language of a work","Language of a work","0","0","","7","","","","","-6","","","","","9999"
"705","m","Medium of performance for music","Medium of performance for music","1","0","","7","","","","","-6","","","","","9999"
"705","n","Number of part/section of a work","Number of part/section of a work","1","0","","7","","","","","-6","","","","","9999"
"705","o","Arranged statement for music","Arranged statement for music","0","0","","7","","","","","-6","","","","","9999"
"705","p","Name of part/section of a work","Name of part/section of a work","1","0","","7","","","","","-6","","","","","9999"
"705","r","Key for music","Key for music","0","0","","7","","","","","-6","","","","","9999"
"705","s","Version","Version","0","0","","7","","","","","-6","","","","","9999"
"705","t","Title of a work","Title of a work","0","0","","7","","","","","-6","","","","","9999"
"710","3","Materials specified","Materials specified","0","0","","7","","","","","-6","","","","","9999"
"710","4","Relator code","Relator code","1","0","","7","","","","","0","","","","","9999"
"710","5","Institution to which field applies","Institution to which field applies","0","0","","7","","","","","-6","","","","","9999"
"710","6","Linkage","Linkage","0","0","","7","","","","","-6","","","","","9999"
"710","8","Field link and sequence number","Field link and sequence number","1","0","","7","","","","","-6","","","","","9999"
"710","9","9 (RLIN)","9 (RLIN)","0","0","","7","","","","0","-5","","","","","9999"
"710","a","Corporate name or jurisdiction name as entry element","Corporate name or jurisdiction name as entry element","0","0","","7","","CORPO_NAME","","","0","","","","","9999"
"710","b","Subordinate unit","Subordinate unit","1","0","","7","","","","","0","","","","","9999"
"710","c","Location of meeting","Location of meeting","0","0","","7","","","","","-1","","","","","9999"
"710","d","Date of meeting or treaty signing","Date of meeting or treaty signing","1","0","","7","","","","","-1","","","","","9999"
"710","e","Relator term","Relator term","1","0","","7","","","","","0","","","","","9999"
"710","f","Date of a work","Date of a work","0","0","","7","","","","","-6","","","","","9999"
"710","g","Miscellaneous information","Miscellaneous information","0","0","","7","","","","","-6","","","","","9999"
"710","h","Medium","Medium","0","0","","7","","","","","-6","","","","","9999"
"710","k","Form subheading","Form subheading","1","0","","7","","","","","-6","","","","","9999"
"710","l","Language of a work","Language of a work","0","0","","7","","","","","-6","","","","","9999"
"710","m","Medium of performance for music","Medium of performance for music","1","0","","7","","","","","-6","","","","","9999"
"710","n","Number of part/section/meeting","Number of part/section/meeting","1","0","","7","","","","","-6","","","","","9999"
"710","o","Arranged statement for music","Arranged statement for music","0","0","","7","","","","","-6","","","","","9999"
"710","p","Name of part/section of a work","Name of part/section of a work","1","0","","7","","","","","-6","","","","","9999"
"710","r","Key for music","Key for music","0","0","","7","","","","","-6","","","","","9999"
"710","s","Version","Version","0","0","","7","","","","","-6","","","","","9999"
"710","t","Title of a work","Title of a work","0","0","","7","","","","","-6","","","","","9999"
"710","u","Affiliation","Affiliation","0","0","","7","","","","","-6","","","","","9999"
"710","x","International Standard Serial Number","International Standard Serial Number","0","0","","7","","","","","-6","","","","","9999"
"711","3","Materials specified","Materials specified","0","0","","7","","","","","-6","","","","","9999"
"711","4","Relator code","Relator code","1","0","","7","","","","","0","","","","","9999"
"711","5","Institution to which field applies","Institution to which field applies","0","0","","7","","","","","-6","","","","","9999"
"711","6","Linkage","Linkage","0","0","","7","","","","","-6","","","","","9999"
"711","8","Field link and sequence number","Field link and sequence number","1","0","","7","","","","","-6","","","","","9999"
"711","9","9 (RLIN)","9 (RLIN)","0","0","","7","","","","0","-5","","","","","9999"
"711","a","Meeting name or jurisdiction name as entry element","Meeting name or jurisdiction name as entry element","0","0","","7","","MEETI_NAME","","","0","","","","","9999"
"711","b","Number (BK CF MP MU SE VM MX) [OBSOLETE]","Number (BK CF MP MU SE VM MX) [OBSOLETE]","0","0","","7","","","","","-6","","","","","9999"
"711","c","Location of meeting","Location of meeting","0","0","","7","","","","","0","","","","","9999"
"711","d","Date of meeting","Date of meeting","0","0","","7","","","","","0","","","","","9999"
"711","e","Subordinate unit","Subordinate unit","1","0","","7","","","","","0","","","","","9999"
"711","f","Date of a work","Date of a work","0","0","","7","","","","","-6","","","","","9999"
"711","g","Miscellaneous information","Miscellaneous information","0","0","","7","","","","","-6","","","","","9999"
"711","h","Medium","Medium","0","0","","7","","","","","-6","","","","","9999"
"711","j","Relator term","Relator term","1","0","","7","","","","","0","","","","","9999"
"711","k","Form subheading","Form subheading","1","0","","7","","","","","-6","","","","","9999"
"711","l","Language of a work","Language of a work","0","0","","7","","","","","-6","","","","","9999"
"711","n","Number of part/section/meeting","Number of part/section/meeting","1","0","","7","","","","","-6","","","","","9999"
"711","p","Name of part/section of a work","Name of part/section of a work","1","0","","7","","","","","-6","","","","","9999"
"711","q","Name of meeting following jurisdiction name entry element","Name of meeting following jurisdiction name entry element","0","0","","7","","","","","-6","","","","","9999"
"711","s","Version","Version","0","0","","7","","","","","-6","","","","","9999"
"711","t","Title of a work","Title of a work","0","0","","7","","","","","-6","","","","","9999"
"711","u","Affiliation","Affiliation","0","0","","7","","","","","-6","","","","","9999"
"711","x","International Standard Serial Number","International Standard Serial Number","0","0","","7","","","","","-6","","","","","9999"
"715","%","% (RLIN)","% (RLIN)","0","0","","7","","","","0","-6","","","","","9999"
"715","a","Corporate name or jurisdiction name","Corporate name or jurisdiction name","0","0","","7","","","","","-6","","","","","9999"
"715","b","Subordinate unit","Subordinate unit","0","0","","7","","","","","-6","","","","","9999"
"715","e","Relator term","Relator term","1","0","","7","","","","","-6","","","","","9999"
"715","f","Date of a work","Date of a work","0","0","","7","","","","","-6","","","","","9999"
"715","g","Miscellaneous information","Miscellaneous information","0","0","","7","","","","","-6","","","","","9999"
"715","h","Medium","Medium","0","0","","7","","","","","-6","","","","","9999"
"715","k","Form subheading","Form subheading","1","0","","7","","","","","-6","","","","","9999"
"715","l","Language of a work","Language of a work","0","0","","7","","","","","-6","","","","","9999"
"715","n","Number of part/section/meeting","Number of part/section/meeting","1","0","","7","","","","","-6","","","","","9999"
"715","p","Name of part/section of a work","Name of part/section of a work","1","0","","7","","","","","-6","","","","","9999"
"715","r","Key for music","Key for music","0","0","","7","","","","","-6","","","","","9999"
"715","s","Version","Version","0","0","","7","","","","","-6","","","","","9999"
